OPEN 6.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jul 19 2017 08:13:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-02 or -02B LED Source,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LED2x3-si2529.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
in,in,in,in,out,out,out,out,out,out,in,out,in,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out
571,10:30:19,8462.999995,0,37.75672683,0.389585889,214.6825593,2.771254097,0.777266307,26.74553299,6,1.420000017,1,2.840000033,25.30142784,26.74553299,25.0537281,450.0309448,391.8170166,23.66386604,27.70213127,72.53182983,84.9094696,400.342865,1799.440918,0.336992025,99.22517395,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667238108,0.002771254,299.895533,298.4514278,287.9105404,1.761416831,3.526015102,35.53548924,7.833357972,26.02348042,3.378949525,0.34259003,2.748748794,0.63020073,0.217897238,21.30191429,0.547915354,79.98245417,373.8692769,0.080773571
572,10:30:23,8466.999995,0,37.77897181,0.390577333,214.9607245,2.768612253,0.774799693,26.73298836,6,1.420000017,1,2.840000033,25.30087662,26.73298836,25.05209732,450.0398865,391.7926025,23.6663456,27.70088196,72.54151917,84.90808105,400.3313904,1799.430298,0.129894599,99.22476196,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667218984,0.002768612,299.8829884,298.4508766,287.9088412,1.764452596,3.523413111,35.50941359,7.808531636,26.01693249,3.37764076,0.343356469,2.748613418,0.629027342,0.218393338,21.32942672,0.548659477,80.03765299,373.8342887,0.080884508
573,10:30:27,8471.499995,0,37.80594028,0.389078379,214.2032996,2.76763695,0.777143575,26.74337769,6,1.420000017,1,2.840000033,25.30042267,26.74337769,25.05145836,450.0487671,391.762207,23.6658287,27.6989212,72.54203033,84.90453339,400.3344421,1799.437866,0.294101954,99.22496033,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66722407,0.002767637,299.8933777,298.4504227,287.9100522,1.763461551,3.525567932,35.53105913,7.832137922,26.02190018,3.378633635,0.342197515,2.748424358,0.630209277,0.217643187,21.25431391,0.546768667,79.9800094,373.7910737,0.080893303
574,10:30:31,8475.499995,0,37.81642385,0.389893446,214.4678975,2.767439026,0.775658833,26.73629189,6,1.420000017,1,2.840000033,25.30000496,26.73629189,25.04983902,450.0430603,391.7439575,23.66669273,27.69928932,72.5459137,84.90710449,400.3548889,1799.342896,0.245083615,99.22418213,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667258148,0.002767439,299.8862919,298.450005,287.8948568,1.764319045,3.524098162,35.51652517,7.817235846,26.01814842,3.377883761,0.342827839,2.748439329,0.629444433,0.218051163,21.28040172,0.547469574,80.01511486,373.7678408,0.080956283
575,10:30:35,8479.499995,0,37.81509185,0.389202759,214.2090641,2.76539782,0.776302098,26.73919678,6,1.420000017,1,2.840000033,25.30092049,26.73919678,25.0505352,450.058075,391.7561035,23.66855431,27.69859505,72.54840851,84.9012146,400.3135986,1799.283081,0.131120607,99.22519684,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667189331,0.002765398,299.8891968,298.4509205,287.8852865,1.764987746,3.524700644,35.52223383,7.82363878,26.02005863,3.378265542,0.342293723,2.748398546,0.629866996,0.217705456,21.25493655,0.5467919,79.99763087,373.7806199,0.080932975
576,10:30:39,8483.499995,0,37.79224416,0.388926692,214.190922,2.764148698,0.776439191,26.73760414,6,1.420000017,1,2.840000033,25.29948997,26.73760414,25.04892349,450.0114136,391.7438049,23.6655941,27.69388008,72.5455246,84.89400482,400.309021,1799.332886,0.158077493,99.2252121,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667181702,0.002764149,299.8876041,298.44949,287.8932553,1.765761937,3.524370316,35.51889929,7.825019212,26.01854706,3.377963431,0.342080174,2.747931125,0.630032306,0.217567242,21.25313966,0.546762755,79.99059595,373.779182,0.080877274
577,10:30:44,8487.999995,0,37.83326698,0.388329748,213.7684059,2.761875402,0.776845391,26.73885727,6,1.420000017,1,2.840000033,25.29997826,26.73885727,25.04935265,450.0747986,391.7485657,23.66766167,27.69253349,72.54942322,84.8870163,400.3196411,1799.178467,0.149499491,99.22475433,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667199402,0.002761875,299.8888573,298.4499783,287.8685483,1.766545744,3.524630224,35.52168255,7.829149053,26.01941776,3.378137451,0.34161829,2.747784833,0.630352619,0.217268308,21.21111756,0.545677571,79.97788773,373.7644425,0.080955394
578,10:30:48,8491.999995,0,37.78548239,0.38925688,214.3941672,2.763550209,0.775695633,26.73278236,6,1.420000017,1,2.840000033,25.29996109,26.73278236,25.05117989,450.0361023,391.7818909,23.66413116,27.69134331,72.53887939,84.88370514,400.3301086,1799.307129,0.382334918,99.22504425,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667216848,0.00276355,299.8827824,298.4499611,287.8891342,1.766762953,3.523370398,35.50888211,7.8175388,26.01637173,3.377528699,0.342335584,2.747674765,0.629853934,0.21773255,21.27327073,0.547228374,80.00625898,373.8204822,0.080869702
579,10:30:52,8495.999995,0,37.76146818,0.388529932,214.2487858,2.759733377,0.775899713,26.73221779,6,1.420000017,1,2.840000033,25.29855728,26.73221779,25.04950142,450.0300293,391.8170471,23.66669464,27.68814087,72.55271149,84.88087463,400.3517151,1799.195679,0.229151174,99.22492218,9.794389725,-0.365341961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667252858,0.002759733,299.8822178,298.4485573,287.8713022,1.768430457,3.523253336,35.50774602,7.819605151,26.01538754,3.377332028,0.3417732,2.747353623,0.629978405,0.217368565,21.2588191,0.546808229,79.99587592,373.8670537,0.080797751
Remark=,"""10:30:53 Lamp: ParIn ->  1800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:30:53 CO2 Mixer: CO2R -> 450 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:30:53 Coolers: Tblock -> 25.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:30:53 Flow: Fixed -> 400 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:01 Flow: Fixed -> 400 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:33 116""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:35 Launched AutoProg /User/Configs/AutoProgs/AutoLog2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:36 Lamp: ParIn ->  1800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:36 CO2 Mixer: CO2R -> 450 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:36 Coolers: Tblock -> 25.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:32:36 Flow: Fixed -> 400 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,10:32:40,8604.5,0,21.2201439,0.046459099,-323.6234951,0.480444469,1.012158666,26.28953934,6,1.420000017,1,2.840000033,25.28963661,26.28953934,25.00293541,450.3091431,418.2047119,23.68949699,24.39199066,72.66271973,74.81747437,400.3385315,1799.315063,0.203417718,99.22705078,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667230886,0.000480444,299.4395393,298.4396366,287.8904037,3.017960863,3.432503962,34.59242147,10.20043081,25.78958797,3.332474047,0.045711315,2.420345296,0.912128751,0.028635827,-32.11220498,-0.773839906,70.10548889,408.1176718,0.036451462
581,10:32:44,8608.5,0,26.49178103,0.109086489,5.113111585,1.058481336,0.969676974,26.49477768,6,1.420000017,1,2.840000033,25.31060791,26.49477768,25.00537109,450.1383362,409.7810059,23.6950264,25.2414856,72.5892334,77.32678223,400.3068542,1799.244019,0.159305766,99.22727966,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66717809,0.001058481,299.6447777,298.4606079,287.8790365,2.690331491,3.474320925,35.01376775,9.772282155,25.90269279,3.354878285,0.105051388,2.50464395,0.850234335,0.066008103,0.507360153,0.012477669,72.28764759,397.1880819,0.048214652
582,10:32:48,8612.5,0,29.39479548,0.155881346,85.47087931,1.438929349,0.9367455,26.60144234,6,1.420000017,1,2.840000033,25.3200798,26.60144234,25.02274704,450.0873413,405.158783,23.69335365,25.79429054,72.54283142,78.97535706,400.339447,1799.057983,0.094355755,99.22673798,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667232412,0.001438929,299.7514423,298.4700798,287.8492709,2.477909602,3.496228809,35.234745,9.440454454,25.96076107,3.366431699,0.147770547,2.559483309,0.80694839,0.093052586,8.480996546,0.210956501,73.80163491,391.185905,0.055456598
583,10:32:53,8617,0,31.19102663,0.196897637,129.7648461,1.735270334,0.906334411,26.66186523,6,1.420000017,1,2.840000033,25.3255024,26.66186523,25.04481125,450.0347595,402.2446289,23.69375038,26.22609138,72.52146149,80.27240753,400.3633728,1798.982056,0.235280544,99.22782898,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667272288,0.00173527,299.8118652,298.4755024,287.8371225,2.315529363,3.508692522,35.35996462,9.133873237,25.99368382,3.372997517,0.184131755,2.602358111,0.770639407,0.11616501,12.87628396,0.322601812,75.076168,387.4179087,0.060443844
584,10:32:57,8621,0,32.11302659,0.223524525,151.4088317,1.92005389,0.890951496,26.7167778,6,1.420000017,1,2.840000033,25.32983208,26.7167778,25.05731201,450.1000977,400.8172607,23.69424248,26.49567795,72.50410461,81.07646179,400.3334961,1799.039795,0.118865356,99.22756958,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667222493,0.001920054,299.8667778,298.4798321,287.8463608,2.212196076,3.520053223,35.47454843,8.978870486,26.02330494,3.378914446,0.207215463,2.629101727,0.749812718,0.130882419,15.02393038,0.377750278,75.78573109,385.5522659,0.063122679
585,10:33:01,8624.999999,0,32.54338458,0.247236531,169.6445555,2.066138706,0.873382439,26.7328701,6,1.420000017,1,2.840000033,25.33306885,26.7328701,25.0605793,450.0540161,400.0415344,23.69258499,26.70646858,72.48475647,81.70539093,400.3391724,1799.042603,0.128668681,99.22712708,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667231954,0.002066139,299.8828701,298.4830688,287.84681,2.134238419,3.523388591,35.5083201,8.801851519,26.03296947,3.380846932,0.227436978,2.650006152,0.730840781,0.143803578,16.83334187,0.424067355,76.46486433,384.571968,0.064706367
586,10:33:05,8629.499999,0,32.895737,0.26759129,182.7131319,2.186341566,0.8594331,26.75078773,6,1.420000017,1,2.840000033,25.33367348,26.75078773,25.06019211,449.9967346,399.3860474,23.69569016,26.8843441,72.49208069,82.24711609,400.3375549,1798.924072,0.143375531,99.2277298,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667229258,0.002186342,299.9007877,298.4836735,287.8278451,2.068931875,3.527105532,35.54556311,8.661219013,26.04223061,3.382699662,0.244549296,2.667672432,0.715027229,0.15475894,18.13020929,0.457485015,77.01414619,383.7489895,0.066018079
587,10:33:09,8633.499999,0,33.17492924,0.281113679,190.0842713,2.268161941,0.852330441,26.77225876,6,1.420000017,1,2.840000033,25.33240318,26.77225876,25.0570755,450.1119385,399.0325928,23.69308662,27.00083351,72.48966217,82.60980988,400.3183594,1799.092041,0.232830957,99.22781372,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667197266,0.002268162,299.9222588,298.4824032,287.8547201,2.023422553,3.531564119,35.59046588,8.589632369,26.05233097,3.384721294,0.255794223,2.679233678,0.705487616,0.161968449,18.86164666,0.47636277,77.3296405,383.2628203,0.066935931
588,10:33:13,8637.499999,0,33.23261192,0.291324666,196.1452798,2.32975005,0.847492453,26.79220581,6,1.420000017,1,2.840000033,25.32969284,26.79220581,25.05168724,450.0357971,398.835968,23.69433212,27.09143829,72.50498962,82.90018463,400.3349304,1799.142334,0.117639266,99.22759247,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667224884,0.00232975,299.9422058,298.4796928,287.862767,1.988255921,3.535710651,35.63233334,8.540895047,26.06094933,3.38644713,0.264221101,2.688218198,0.698228931,0.167376662,19.46302389,0.491794361,77.55664338,383.0387759,0.067288483
589,10:33:17,8641.499999,0,33.32992231,0.299669086,200.4531555,2.375710834,0.842347831,26.79990005,6,1.420000017,1,2.840000033,25.32760429,26.79990005,25.04821014,450.0046692,398.6300049,23.69543457,27.1594677,72.5172348,83.11851501,400.3173828,1799.26062,0.252433568,99.22740173,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667195638,0.002375711,299.9499001,298.4776043,287.8816928,1.963164877,3.537311243,35.64853238,8.489064679,26.06375217,3.387008569,0.271066849,2.694963412,0.692045157,0.171773578,19.89044579,0.502855162,77.76127011,382.7865561,0.067708154
590,10:33:22,8645.999999,0,33.46153149,0.307471562,204.097791,2.42023145,0.83839563,26.81146812,6,1.420000017,1,2.840000033,25.32542229,26.81146812,25.04997253,450.1084595,398.5108032,23.69492912,27.22361565,72.52494812,83.32548523,400.3207397,1799.312378,0.23160477,99.22720337,9.744066238,-0.413584918,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667201233,0.002420231,299.9614681,298.4754223,287.889974,1.938143653,3.539718876,35.67286748,8.449251835,26.06844521,3.387948813,0.277435147,2.701323246,0.686625567,0.175866611,20.25205302,0.512151212,77.93449222,382.6047937,0.068159299
591,10:33:26,8649.999999,0,33.41924177,0.312184833,206.9499019,2.446795478,0.836017445,26.81906128,6,1.420000017,1,2.840000033,25.32435608,26.81906128,25.050354,450.0551453,398.5039978,23.69647598,27.26381683,72.53348541,83.45290375,400.3127136,1799.384277,0.124993451,99.22611237,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667187856,0.002446795,299.9690613,298.4743561,287.9014779,1.923227271,3.541299998,35.68919424,8.425377408,26.07170868,3.388602781,0.281266796,2.705282553,0.683320229,0.178330578,20.53483422,0.519317003,78.03915099,382.6180908,0.068162204
592,10:33:30,8653.999999,0,33.42627809,0.315434224,208.6504824,2.465509114,0.834569558,26.82520103,6,1.420000017,1,2.840000033,25.32284927,26.82520103,25.0501461,450.0504456,398.4831238,23.69734764,27.29148865,72.5421524,83.54450989,400.3551941,1799.407593,0.029409891,99.22541809,9.744066238,-0.413584918,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667258657,0.002465509,299.975201,298.4728493,287.9052084,1.912454459,3.542578929,35.70233311,8.41084446,26.07402515,3.389067047,0.283901718,2.708009371,0.681057676,0.180025545,20.70343135,0.523611842,78.10720539,382.5938721,0.068240329
593,10:33:34,8657.999999,0,33.37058322,0.316760447,209.7300722,2.478848421,0.83590763,26.84126282,6,1.420000017,1,2.840000033,25.32247353,26.84126282,25.05340004,450.0536804,398.559082,23.69780159,27.31148911,72.54582977,83.60837555,400.3357849,1799.441895,0.156856701,99.22633362,9.744066238,-0.413584918,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667226308,0.002478848,299.9912628,298.4724735,287.9106967,1.903266534,3.545926559,35.73574101,8.424251902,26.08186817,3.39063935,0.28497559,2.71001893,0.680620421,0.180716467,20.81074611,0.526220783,78.10140603,382.696305,0.068103335
594,10:33:38,8662.499999,0,33.32299105,0.318816352,211.1541751,2.488612284,0.834323579,26.83934593,6,1.420000017,1,2.840000033,25.32073021,26.83934593,25.05181885,450.06427,398.6364746,23.6958065,27.32357025,72.54685211,83.65358734,400.3482056,1799.481689,0.218123525,99.22580719,9.744066238,-0.413584918,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667247009,0.002488612,299.9893459,298.4707302,287.9170639,1.898285903,3.545526893,35.73190275,8.4083325,26.08003807,3.39027241,0.286638519,2.711203314,0.679069096,0.181786533,20.95194346,0.529691056,78.15457443,382.7963206,0.068034724
595,10:33:42,8666.499999,0,33.29521951,0.318962113,211.4430697,2.491201971,0.834838932,26.84542847,6,1.420000017,1,2.840000033,25.32140541,26.84542847,25.0524025,450.0881653,398.7012634,23.69975281,27.3311882,72.55594635,83.67345428,400.3564758,1799.506104,0.057594996,99.22570038,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667260793,0.002491202,299.9954285,298.4714054,287.9209701,1.896221792,3.546795223,35.74472349,8.41353529,26.08341694,3.390949909,0.286756336,2.711956292,0.678993618,0.181862354,20.98058669,0.53032957,78.14967517,382.8743107,0.067959916
596,10:33:46,8670.499998,0,33.18893011,0.316325297,210.7188799,2.48928347,0.840427875,26.86971855,6,1.420000017,1,2.840000033,25.32013702,26.86971855,25.05224037,450.0393677,398.804657,23.69672585,27.32594109,72.55217743,83.66372681,400.2950439,1799.643188,0.205869213,99.22572327,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667158407,0.002489283,300.0197186,298.470137,287.9429037,1.893905868,3.551864143,35.79579998,8.469858892,26.09492779,3.393258847,0.284623339,2.711436268,0.681822579,0.180489823,20.90873326,0.528376177,78.01591684,383.0282291,0.067599843
597,10:33:51,8674.999998,0,33.07277648,0.314382034,210.4388309,2.485760558,0.843890155,26.8834095,6,1.420000017,1,2.840000033,25.31860542,26.8834095,25.05274582,449.9866638,398.9317627,23.6962471,27.32005882,72.55680847,83.65275574,400.3269958,1799.581177,0.099258207,99.22503662,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66721166,0.002485761,300.0334095,298.4686054,287.9329818,1.893498648,3.554723992,35.82486954,8.504810718,26.10100746,3.39447891,0.283049094,2.710833837,0.683645073,0.179477028,20.8808007,0.527505831,77.92925691,383.2105487,0.067256418
598,10:33:55,8678.999998,0,32.96567417,0.313109726,210.5725099,2.478771975,0.844597953,26.88287354,6,1.420000017,1,2.840000033,25.319067,26.88287354,25.05249596,450.0452576,399.1566772,23.69839287,27.31187248,72.56119537,83.62516785,400.3463135,1799.646362,0.332093179,99.22476196,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667243856,0.002478772,300.0328735,298.469067,287.9434115,1.897401329,3.554611999,35.82384002,8.511967539,26.10097027,3.394471445,0.282017342,2.710014046,0.6844574,0.178813335,20.89400717,0.527543498,77.90124117,383.4863746,0.066966315
599,10:33:59,8682.999998,0,32.84910763,0.310123924,209.7769558,2.467197033,0.847949621,26.89144325,6,1.420000017,1,2.840000033,25.3180542,26.89144325,25.05287361,450.046051,399.3383484,23.69926453,27.29593468,72.56879425,83.58205414,400.3457336,1799.581177,0.166656345,99.2255249,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667242889,0.002467197,300.0414433,298.4680542,287.9329818,1.901971753,3.556403067,35.84161506,8.54568038,26.10474873,3.395229894,0.279592793,2.708453446,0.686776448,0.17725398,20.81522855,0.525311322,77.80367925,383.7234559,0.066604775
600,10:34:03,8686.999998,0,32.74636276,0.306908171,208.7565035,2.453621088,0.851260312,26.89913177,6,1.420000017,1,2.840000033,25.31784821,26.89913177,25.05294609,450.0671387,399.5196533,23.70142365,27.27845383,72.57713318,83.53050995,400.3360291,1799.540894,0.159305185,99.22667694,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667226715,0.002453621,300.0491318,298.4678482,287.9265365,1.907864522,3.558010637,35.85739991,8.578946084,26.10848999,3.395981023,0.276976371,2.706750325,0.689230698,0.175571657,20.71421413,0.522518734,77.70434427,383.9536008,0.066271931
601,10:34:07,8691.499998,0,32.61635274,0.302755424,207.3616184,2.437696081,0.8561982,26.91118813,6,1.420000017,1,2.840000033,25.31723213,26.91118813,25.05053139,450.0799866,399.7337341,23.70021629,27.25428581,72.57562256,83.45901489,400.3171692,1799.740356,0.323516548,99.22602844,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667195282,0.002437696,300.0611881,298.4672321,287.9584506,1.914766568,3.56053274,35.88305201,8.6287662,26.11421013,3.397129729,0.273589666,2.704334539,0.69279519,0.173394723,20.57566985,0.518749359,77.5612711,384.2294821,0.065839971
602,10:34:11,8695.499998,0,32.37224854,0.299661789,207.3049282,2.427118798,0.860435141,26.92277908,6,1.420000017,1,2.840000033,25.3169136,26.92277908,25.05129623,450.0323486,400.059021,23.69740295,27.23598289,72.56852722,83.40472412,400.332428,1799.620483,0.218127325,99.22622681,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667220713,0.002427119,300.0727791,298.4669136,287.9392709,1.918383389,3.562958957,35.90743165,8.671448753,26.11984634,3.398261913,0.271060878,2.702523816,0.695738097,0.171769742,20.57008582,0.518185861,77.44331247,384.6708044,0.065172977
603,10:34:15,8699.499998,0,32.17444217,0.296325568,206.7830857,2.409543487,0.862908914,26.92313004,6,1.420000017,1,2.840000033,25.31680679,26.92313004,25.0516243,449.999115,400.3308716,23.69884682,27.21195602,72.57297516,83.33116913,400.3248901,1799.647705,0.055144094,99.22563171,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66720815,0.002409543,300.07313,298.4668068,287.9436264,1.927529389,3.56303244,35.90838757,8.696431546,26.11996841,3.398286438,0.268328207,2.700123527,0.698162911,0.17001422,20.51818231,0.516530451,77.35513486,385.0366827,0.064639512
604,10:34:19,8703.499998,0,32.05655411,0.29222346,205.2429832,2.392053539,0.867533562,26.93343735,6,1.420000017,1,2.840000033,25.31609917,26.93343735,25.05131531,450.019928,400.5414429,23.69971085,27.18717384,72.57849121,83.25856781,400.3518372,1799.755737,0.133571908,99.22537994,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667253062,0.002392054,300.0834373,298.4660992,287.9609115,1.935305992,3.565191216,35.93023497,8.743061125,26.12476826,3.399250881,0.264960223,2.697657654,0.701593226,0.167851239,20.36531299,0.512413851,77.21779477,385.3032923,0.064243843
605,10:34:24,8707.999998,0,31.93571989,0.285839868,202.2998354,2.370250298,0.877015914,26.96381378,6,1.420000017,1,2.840000033,25.31507301,26.96381378,25.04911423,450.1004639,400.8126221,23.69989014,27.15585709,72.58330536,83.16754913,400.3309326,1799.693359,0.098035075,99.22515106,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667218221,0.00237025,300.1138138,298.465073,287.9509311,1.942149025,3.571559935,35.99450237,8.838645284,26.1394434,3.40220107,0.259701475,2.694544022,0.707657048,0.164475469,20.07323172,0.504724213,76.96250605,385.6319103,0.063735727
606,10:34:28,8711.999998,0,31.67164312,0.283521565,202.7039318,2.353881488,0.877457967,26.95441628,6,1.420000017,1,2.840000033,25.31303406,26.95441628,25.04865456,449.9512939,401.0679932,23.69908905,27.13128853,72.59030914,83.10313416,400.3294678,1799.744141,0.09680783,99.22605133,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66721578,0.002353881,300.1044163,298.4630341,287.9590561,1.951816563,3.569588595,35.97430863,8.843020105,26.13372517,3.40105125,0.257786357,2.692130628,0.708920622,0.163246541,20.11351074,0.505410392,76.92158177,386.0128109,0.063112747
607,10:34:32,8715.999997,0,31.53204044,0.280647473,202.0416747,2.336233683,0.879002951,26.9502182,6,1.420000017,1,2.840000033,25.31557083,26.9502182,25.04804611,450.043335,401.378479,23.70029068,27.10686493,72.58298492,83.01574707,400.3269348,1799.65918,0.069848754,99.22598267,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667211558,0.002336234,300.1002182,298.4655708,287.9454623,1.961783968,3.568708261,35.96546151,8.858596585,26.13289452,3.400884252,0.255408158,2.68970531,0.711178942,0.161720791,20.04778371,0.503369476,76.85434325,386.3896571,0.062718404
608,10:34:36,8719.999997,0,31.39946477,0.276865639,200.6569978,2.317189096,0.882679263,26.95441628,6,1.420000017,1,2.840000033,25.3144722,26.95441628,25.0492897,450.0837708,401.6299133,23.70004845,27.07883072,72.58660126,82.93486023,400.341095,1799.751465,0.213222936,99.22545624,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.667235158,0.002317189,300.1044163,298.4644722,287.9602279,1.971144067,3.569588595,35.97452439,8.895693666,26.13444424,3.401195822,0.252272156,2.686909332,0.71428649,0.159709437,19.91028215,0.499606705,76.73530543,386.7041116,0.062307264
609,10:34:40,8724.499997,0,31.13884811,0.272675939,199.8139846,2.295527242,0.886677233,26.95823288,6,1.420000017,1,2.840000033,25.31289101,26.95823288,25.04900932,449.9870605,401.936676,23.69947243,27.04671669,72.59136963,82.84396362,400.3485718,1799.737183,0.258559674,99.22505188,9.744066238,-0.413584918,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66724762,0.002295527,300.1082329,298.462891,287.9579428,1.981654536,3.5703891,35.98273855,8.936021864,26.13556194,3.401420552,0.248789043,2.683711867,0.717708685,0.157476211,19.82655299,0.497128022,76.60401036,387.134759,0.06161577
